n, b, d, L, t1, max1, lsq1, t2, max2, lsq2, t3, max3, lsq3, t4, max4, lsq4, t5, max5, lsq5, t10, max10, lsq10, t20, max20, lsq20 ,
512,1,2,25600,2172.069738,484440214,1.04399E+14,31238.02603,18617,3610247877,22331.0935,3337,136896103,19674.67866,1843,38536830,18622.08466,1240,19023638,59669.9676,490,2627756, ,,,
512,1,3,5120,436.3847728,906626,14364029,3933.98931,14521,1378900768,17416.74673,3935,130849689,20251.99337,2154,40866303,12142.59643,1675,22566945,51003.69253,492,3509722, ,,,
512,1,3,10240,951.566515,3.16888E+11,6.02214E+16,65562.88237,24110,5956867046,22442.37836,3967,154279057,17195.64963,1886,35796946,20132.37046,1199,19562059,50826.95518,563,2933445, ,,,
512,1,3,15360,1463.315243,1.80641E+17,4.73221E+16,120070.2718,22149,5586018054,19061.12949,3496,165076462,17734.085,1911,37938691,17993.94277,1267,18900150,49872.11503,508,2820330, ,,,
512,1,2,5120,296.1315565,39,15,50.46003628,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,723.6940725,1458,43496,2198.112858,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1196.102702,104118,41259632,1275.542505,8020,1635453,5098.023455,3655,1635453,18976.63337,2293,1635453,18342.90176,1323,1635453,47435.33407,514,1635453, ,,,
512,1,2,20480,1691.091187,5249571,48211635946,13905.03266,19873,4277114701,20746.50109,3398,143773389,14212.95946,1950,51237744,22921.56108,1232,17642669,49906.96429,500,3043977, ,,,
512,1,2,25600,2172.500498,403348856,7.40257E+13,31521.87133,17116,2371503659,19791.32123,3405,113130623,20876.30645,1878,40118659,21637.95552,1122,17677290,49010.92926,448,3123999, ,,,
512,1,3,5120,444.4499884,493043,184086926,4115.852217,13951,56275780,13870.16826,4919,56275780,18307.76792,2327,44796387,15545.1801,1430,22427332,48914.04692,496,3362151, ,,,
512,1,3,10240,950.7911894,6.32304E+11,1.27238E+16,66078.61218,21307,4661323384,22750.67803,3596,128294329,19743.20449,1979,41151100,16916.97684,1265,22347519,49778.22786,461,2682690, ,,,
512,1,3,15360,1451.812891,3.92883E+17,2.33598E+16,122539.3943,21357,5705742311,21979.98085,3637,134671700,17577.13124,2135,53608172,16281.17652,1372,22360107,45457.04803,530,2963866, ,,,
512,1,2,5120,293.3847954,28,6,48.24097824,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,733.2287772,1953,16035,2383.21678,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1238.486211,100856,97561208,1814.557335,8216,208123670,6670.950759,3151,79571550,6698.484439,2320,40372425,16910.31537,1389,18511546,46363.26465,538,3262054, ,,,
512,1,2,20480,1672.694687,4778197,38335551755,13032.05975,20595,3060913715,18832.86797,3704,172611517,22065.23863,1817,41370656,17605.01513,1315,19324230,50757.24067,461,2845992, ,,,
512,1,2,25600,2146.279247,336745076,1.56582E+14,32531.37776,23028,4036983973,22934.57467,3615,118546121,21672.80061,1828,41617270,18342.48549,1225,15205030,42634.74339,596,3176558, ,,,
512,1,3,5120,448.7916546,593504,393882428,4721.406532,16062,1092207929,16434.26982,4308,181592125,19653.49635,1963,42757535,17142.14383,1471,22613145,53260.14289,483,3068475, ,,,
512,1,3,10240,946.7450953,9.27884E+11,2.33017E+16,66148.61737,23161,5908860505,22292.24277,3582,130667501,18007.00357,1880,42959365,15707.77837,1272,19070770,52423.95117,469,2889659, ,,,
512,1,3,15360,1493.517982,2.32942E+17,3.05615E+16,119976.1482,25090,7496855805,22126.64286,3438,110531240,13524.26681,2153,57680796,26534.91901,1168,13139302,45454.50973,514,3205712, ,,,
512,1,2,5120,300.4069026,38,12,49.5421555,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,730.6979699,1761,25220,2602.17561,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1203.222209,97273,8808562,1492.627242,8535,8808562,5338.696682,3196,8808562,9829.187857,1895,8808562,18612.00551,1524,8808562,42403.18281,532,3219975, ,,,
512,1,2,20480,1698.819804,5065520,95129274084,12421.47305,26428,5635573545,21969.88595,3889,154679019,20008.75389,1862,47197106,19305.97566,1311,18266743,42242.99589,505,3450719, ,,,
512,1,2,25600,2180.581836,447794567,1.19642E+15,31255.65993,22412,4248093083,18674.04069,3693,158758270,19084.82722,1806,33672277,19190.95599,1122,18326900,42592.51752,490,3303966, ,,,
512,1,3,5120,435.6295128,1226791,56425783,4713.703737,21232,1950900619,17606.80453,4007,148262848,19456.09489,2142,45767302,22141.47954,1451,22222888,45739.24047,512,3326567, ,,,
512,1,3,10240,964.4367917,8.77037E+11,1.91605E+15,66248.02347,19217,3655497691,24065.55027,3498,125426639,18502.42479,1913,37727262,24166.45983,1062,15556270,49392.08125,568,3314801, ,,,
512,1,3,15360,1473.881625,6.00088E+17,9.11054E+16,117230.4817,18909,2471204976,19882.57188,4080,147408280,21653.00227,1678,34979334,16872.07584,1318,23535116,46611.14326,468,2933366, ,,,
512,1,2,5120,300.0499625,30,2,49.20036721,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,723.6125379,1724,3749,2554.241445,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1195.48759,125631,6586204,1236.376411,9686,122987534,4917.818606,4527,122987534,17251.90465,1977,40422158,21037.65374,1542,21053692,43163.4722,549,3398122, ,,,
512,1,2,20480,1696.168477,9754549,2.43199E+11,13415.19564,24745,4912181387,20021.20272,3487,160063690,18291.22998,1932,46693789,17210.65472,1285,17131794,45852.68588,522,3417809, ,,,
512,1,2,25600,2157.825488,293418269,2.06839E+13,30180.74519,17591,3084150916,20576.58605,3755,150505540,21333.79869,1901,39411122,21295.23484,1197,18644022,53136.49634,454,2766399, ,,,
512,1,3,5120,438.2098677,1352377,112067958,4451.865599,19608,331225176,18268.08307,4430,172743403,20423.09523,2044,43355357,16085.19718,1484,19703920,51734.20855,527,2883343, ,,,
512,1,3,10240,957.577282,3.14208E+11,3.66348E+16,67990.42422,21372,3905817079,17323.52292,3949,175649551,24070.89447,1684,33663636,14637.93407,1234,18672315,47655.93815,511,3179715, ,,,
512,1,3,15360,1472.817147,4.45433E+17,3.26043E+16,115901.1761,22703,5027539157,21348.91826,3948,141379415,20411.29168,1775,39757451,15325.90129,1390,21621848,47780.23657,431,2683294, ,,,
512,1,2,5120,302.4143753,42,6,50.55965018,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,725.9388363,1879,38394,2456.468739,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1198.651349,137162,59732881,1097.228222,8314,81762148,6292.248695,4280,81762148,18903.57429,2266,45115462,14758.39675,1532,20410981,49935.87149,490,3035006, ,,,
512,1,2,20480,1675.619756,6644880,3.71035E+11,14261.03717,24348,4155681789,19370.40778,3449,113000098,18840.79219,1996,42366447,18947.4593,1260,21105858,49335.08524,485,3047971, ,,,
512,1,2,25600,2188.50038,413444843,1.87032E+14,30943.65336,18726,3928968134,20108.65151,3719,141497468,18177.0623,2047,45442383,14669.47119,1337,17684539,46945.13523,534,3401082, ,,,
512,1,3,5120,435.5188649,668677,29559944,4008.93517,16839,267933861,20331.72552,4301,118261773,19798.18385,2107,42345945,9574.913146,1523,25225877,52155.72008,491,2987802, ,,,
512,1,3,10240,941.8717248,1.14661E+12,1.49247E+17,66963.7917,19954,3438664794,19340.52256,3501,141541653,20120.47233,1791,42880976,16089.09748,1205,21177261,40222.72653,545,2991221, ,,,
512,1,3,15360,1470.098421,5.90628E+17,5.55775E+16,116218.1225,19264,3517476973,18859.14837,3714,150537914,18007.36714,2074,48026360,20065.15911,1157,20742398,49140.81848,494,3022089, ,,,
512,1,2,5120,295.391814,39,1,49.40610433,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,727.033814,1762,1730,2281.386731,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1188.522227,84670,1682699,1610.992285,5894,8804362,4025.89276,3446,8804362,11050.11614,2657,8804362,15252.65425,1570,8804362,46730.86156,498,3257668, ,,,
512,1,2,20480,1669.101495,4669875,2.34985E+11,14146.87976,20391,3299444480,18285.39246,4683,141709065,22705.30419,2182,45857062,19086.81112,1266,20139548,49800.93472,535,2918759, ,,,
512,1,2,25600,2155.917304,202425577,1.91989E+14,30848.33158,20201,3111811815,17901.02318,3643,127848674,23921.51781,1921,38511030,15606.99688,1257,20287439,51472.91296,467,3123025, ,,,
512,1,3,5120,436.0510361,476143,376185815,4192.280993,20048,1958154507,14610.54336,4399,147304215,19450.89152,2025,38484515,13332.39191,1530,21957832,46101.04139,506,3269513, ,,,
512,1,3,10240,943.3709211,9.59636E+11,2.34035E+17,67513.39739,17130,3192425947,20242.5681,3337,136212039,24611.85002,1824,27592660,18307.15921,1249,18033954,45727.83394,483,3202219, ,,,
512,1,3,15360,1457.21604,2.3491E+17,5.65652E+16,124333.0586,20949,4054529281,17856.08582,3869,156218342,26932.06112,1692,33581887,12952.20637,1367,19694317,52555.45548,509,2842567,,,,
512,1,2,5120,300.6608531,33,8,49.51970935,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,730.6056526,2178,22986,2194.752468,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1201.70266,143382,5424774,1368.317713,11650,250017540,4450.390909,4301,142752558,13697.92619,2246,42145765,18816.23045,1465,19243080,47129.01177,482,2818994, ,,,
512,1,2,20480,1705.455453,5843957,1.07278E+11,13523.08901,20158,3648711873,18928.5021,3594,154699388,20487.15164,2161,35930707,17803.58702,1405,19661374,47756.03614,461,3126905, ,,,
512,1,2,25600,2198.985001,340687962,1.74342E+14,31174.16908,16190,3079667656,21871.43783,3405,136861046,22586.92543,1871,41138526,15298.90057,1338,24195261,44870.43426,473,3087081, ,,,
512,1,3,5120,436.0589859,782188,43041732,4486.224092,20505,1452983739,16195.78957,4389,183620647,17436.75404,2399,55526883,20555.68598,1456,23717418,48158.24905,548,2440830, ,,,
512,1,3,10240,975.0015655,6.52805E+11,2.22983E+16,66875.29025,23639,4192421228,18905.742,3894,159616226,23871.78562,1752,36280004,16218.55458,1255,19456780,52506.01234,474,2746284, ,,,
512,1,3,15360,1490.557745,3.60056E+17,1.11223E+16,122425.7341,23974,5239630623,18119.35614,3961,158952284,26925.41216,1657,31711587,15641.08083,1108,17809935,52114.69833,507,3109577, ,,,
512,1,2,5120,299.7730596,32,4,49.17150497,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,739.475759,2224,4090,2661.339103,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1211.597094,86277,5886492,1298.691854,6663,5886492,5266.135953,3525,5886492,11953.76329,2131,5886492,14510.47084,1595,5886492,47288.65128,499,2918376, ,,,
512,1,2,20480,1691.51351,7310699,17666588140,12196.58014,24220,4957535447,22229.27102,3656,147408286,14830.84263,2336,53911067,18807.75963,1372,22496493,48118.45086,496,2812162, ,,,
512,1,2,25600,2189.023561,266387711,2.17762E+13,31341.86968,18069,3043693610,20437.05092,3867,162701129,19659.53919,1982,47212551,18886.11439,1350,19178107,49674.9218,456,2842994, ,,,
512,1,3,5120,447.0883148,931780,158573917,4463.925422,14999,1778316334,16927.75924,4497,109720250,18484.94643,2259,57855320,20903.06926,1534,19086469,39673.60718,500,3534401, ,,,
512,1,3,10240,970.208945,3.83154E+11,3.17618E+16,69146.01378,18977,3205992828,21835.15857,3933,144730287,17026.80461,1931,36019028,11532.8976,1390,24866792,51781.42302,529,3213164, ,,,
512,1,3,15360,1475.705312,3.63342E+17,3.45175E+16,124893.6792,19421,3678440135,20314.50606,3415,146365205,27318.02644,2068,34731376,13327.8911,1500,22982711,54931.32585,486,2791113, ,,,
512,1,2,5120,297.5022917,36,9,49.64810109,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,731.5677774,4293,9558,2648.29638,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1203.185958,173043,192909911,1444.926574,7893,192909911,5155.634555,3958,138360095,17712.30201,2113,43522753,12923.28755,1492,22299390,52572.37568,458,2745687, ,,,
512,1,2,20480,1690.696621,6733716,61406361039,12760.64141,21817,3739632174,19788.28382,4272,167669189,16726.96249,2105,45089425,13894.29041,1294,22548887,54252.16975,499,2653891, ,,,
512,1,2,25600,2198.734557,219489871,2.0217E+14,30817.94111,23495,5038631430,21079.97971,3779,117788538,21608.59082,2090,41103693,14912.83817,1325,22072404,50248.28797,483,2545351, ,,,
512,1,3,5120,443.4286349,760735,50932625,3963.20744,14710,50932625,13791.18642,3981,50932625,27768.75174,1826,34053292,11882.30533,1467,20696609,49992.50373,473,3279885, ,,,
512,1,3,10240,970.5338197,6.27404E+11,3.39247E+15,67540.09989,24696,5691835997,20837.14416,3887,152136364,17259.04757,1851,48929584,17970.46361,1314,20791746,49073.52282,446,2718662, ,,,
512,1,3,15360,1464.900453,7.74101E+17,1.51969E+15,117413.0395,18149,3199927025,20167.82559,3395,137956144,19173.95006,1929,50228084,20327.15351,1357,18214069,54253.82978,508,2741151, ,,,
512,1,2,5120,300.9201458,53,6,49.93509698,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,723.0327573,2372,4965,2318.379629,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1194.496057,118673,41453316,1378.695553,9329,400393216,6149.804513,3560,115138877,11974.30505,2400,48135793,14929.82471,1369,19568154,39541.40282,556,3570518, ,,,
512,1,2,20480,1700.861256,7074851,79587397030,13100.06624,20769,4125294385,19249.24726,4022,141385749,11870.84977,2156,51375799,25626.88312,1195,16403873,45736.51257,495,2879379, ,,,
512,1,2,25600,2166.556291,370989306,1.39143E+12,30930.3346,18595,3508541166,21875.30671,3366,147082536,19004.97018,1796,38078956,15307.27388,1404,20006079,44659.1584,493,3144584, ,,,
512,1,3,5120,438.8692181,635970,90372906,4599.006715,21195,339273568,16804.306,4211,153424736,20618.6528,2030,41192871,14780.57598,1372,21547280,50109.39044,474,2867426, ,,,
512,1,3,10240,946.0809357,7.26964E+11,1.93569E+16,67259.49154,16833,2771988435,19216.21398,3782,159110008,19320.76505,1646,35237550,19762.80262,1191,17366168,52101.16323,470,2986234, ,,,
512,1,3,15360,1464.488173,5.891E+17,8.17656E+15,114764.8477,27849,7246200233,22546.3717,2973,126005506,21499.64678,1971,37209177,15085.25565,1285,21124794,49744.84749,495,2514565, ,,,
512,1,2,5120,294.7260833,50,4,49.45282507,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,723.6883171,2081,10218,2373.132152,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1203.339297,77908,54732215,1605.377786,8775,309636964,6634.967535,3299,96186651,9956.085746,2546,46456145,18231.84355,1431,16966489,51491.50041,441,2720790, ,,,
512,1,2,20480,1691.942982,10530927,1.72567E+11,14036.22945,23426,3743021010,23792.4404,4465,152633781,23405.44258,1709,37383659,13935.73248,1278,20698592,49121.16069,535,3209265, ,,,
512,1,2,25600,2181.192837,308172320,1.48159E+14,30691.36598,20960,3273030514,21758.50022,3828,146224322,19062.28299,1981,48045072,24012.23184,1208,17317018,44920.23586,481,2633014, ,,,
512,1,3,5120,433.6905031,621437,27066749,4464.587203,16402,129334491,18417.83317,4416,129334491,17464.15785,2005,45559874,21015.32405,1306,18758403,48582.68983,511,3141694, ,,,
512,1,3,10240,965.0051441,4.38908E+11,1.50033E+15,66829.71518,19827,3183680025,18976.02282,4057,199889698,17603.93746,1866,43328475,14977.53381,1522,23874708,51766.91971,483,3009018, ,,,
512,1,3,15360,1470.682282,2.13261E+18,1.28756E+17,124030.2858,19650,4677536472,20638.25077,3281,131053091,17931.77645,1948,46435795,18164.48295,1310,18297906,49508.36962,542,3033770, ,,,
512,1,2,5120,296.6355505,41,1,50.28643155,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,727.2873092,1488,817,2349.916486,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1199.153627,135910,112662454,1476.909366,7887,112662454,7028.469174,3627,112662454,14203.59085,2194,46997502,21580.13283,1232,15957624,44101.3291,501,3289808, ,,,
512,1,2,20480,1678.718751,4822557,12316651685,13684.19415,23012,2869501346,23946.01066,3546,135795045,16510.69294,1901,35418939,21050.48161,1317,18127692,46440.43409,482,3360086, ,,,
512,1,2,25600,2149.426723,589123400,3.13064E+14,30580.56983,24515,6010442367,19903.09049,4139,172142482,23109.37237,1875,34882073,13831.18754,1564,21337736,50303.38774,489,2964470, ,,,
512,1,3,5120,439.4197655,671976,229016104,4245.722605,15142,1253564403,17482.70372,4211,154988867,16867.34953,2402,49001274,20101.23608,1291,14634131,46274.38421,535,3282216, ,,,
512,1,3,10240,946.2680047,4.24518E+11,6.86545E+16,67443.29026,22703,3343145008,21940.93416,3429,126698911,18179.32148,1901,42202682,18390.33621,1250,19214993,41312.39592,562,3196171, ,,,
512,1,3,15360,1475.395006,1.916E+17,2.19909E+16,126522.1484,20008,3871194869,22529.50115,3501,124634618,19721.32567,1861,42530040,12674.66025,1360,19195126,46447.60013,502,3094797, ,,,
512,1,4,5120,501.484971,6.38737E+12,2.12969E+17,83930.99076,19942,4470054970,19642.15587,3479,152793754,15586.4724,2038,53822294,20121.03257,1070,17052509,47235.66501,487,3140192, ,,,
512,1,4,5120,496.4753411,1.28788E+13,5.63654E+16,81575.00634,19627,3513710085,21117.92568,3668,143936310,19503.05673,1923,43666420,16191.99132,1322,18252420,42410.51277,501,3918496, ,,,
512,1,4,5120,506.5726013,6.28014E+12,1.70129E+16,81082.57261,16284,2539281136,20568.1605,3464,151399796,21427.68024,2185,43047331,15539.36919,1378,21874803,49495.40449,485,2632374, ,,,
512,1,4,5120,498.8392377,1.17207E+13,2.55361E+16,82537.72594,17747,3577755286,20907.1618,3302,131530863,23121.83361,1784,40060408,13102.92175,1231,18712090,50305.77274,493,3212255, ,,,
512,1,4,5120,504.9845219,7.13981E+12,8.40659E+16,81037.07886,17400,2936935714,20023.3631,3473,130901984,19016.15597,1998,39071315,19355.77175,1291,20247288,53216.56037,469,2872371, ,,,
512,1,4,5120,512.1152589,6.11125E+12,4.68777E+16,82315.75585,18717,4650368164,18504.71262,3683,130191138,22287.05468,1867,44486992,17812.31961,1189,20244974,54086.2891,541,3081430, ,,,
512,1,4,5120,503.9693837,2.27948E+12,1.02223E+15,81826.10553,18267,4223351151,21039.70619,4125,151899756,20537.89926,1912,35943414,13765.33335,1428,19317395,52368.48254,488,2755315, ,,,
512,1,4,5120,508.4131243,2.98276E+12,3.45693E+16,80501.9355,21149,4589117408,20780.28044,4100,173241966,17852.47216,1904,46842250,23568.92445,1049,13239353,47113.28695,498,3214739, ,,,
512,1,4,5120,505.0389013,3.16615E+12,2.75059E+16,81053.36954,21475,5276546712,20775.00338,3577,156107582,19893.82357,1991,37278351,15430.15529,1238,20464832,44067.75603,581,2931533, ,,,
512,1,4,5120,503.705883,3.22286E+12,1.00046E+16,80920.82328,23997,7084428674,21290.79512,3589,148096846,21406.78803,1964,42347070,15787.92588,1333,17960324,46275.52048,546,3091259, ,,,
512,1,4,5120,509.4850433,1.06894E+13,3.95335E+16,81085.35249,20793,4491288655,20885.36143,3602,158145951,16883.04487,1731,37696684,21692.11848,1315,15387848,50144.01818,496,2989058, ,,,
512,1,4,5120,506.8982506,7.63568E+12,2.41146E+16,82634.3962,17446,3344738204,17924.47779,3750,163023530,25632.75433,1852,40908673,18190.8471,1190,17962842,54830.20901,472,2841038, ,,,
512,1,4,5120,506.9314735,7.95533E+12,2.24875E+16,82838.14541,19601,3780462045,19036.97,3979,144260611,16950.95836,1967,43529111,25064.54857,1147,17971601,49361.59037,432,2780781, ,,,
512,1,4,5120,507.5365524,3.8298E+12,3.03365E+16,79960.56069,19860,5366432060,23598.17633,4175,159779491,21224.71884,1994,40357089,16450.33563,1145,18843209,53882.41416,429,2826348, ,,,
512,1,4,5120,513.0698822,5.48904E+12,3.24394E+16,83029.88224,16730,2521870622,18981.57123,3679,188232554,16839.47189,2139,45882903,18052.89589,1274,18814704,44849.42804,514,3101594, ,,,
512,1,4,5120,510.662549,1.01439E+13,4.22624E+13,81653.71797,22280,5399298532,16557.23669,4575,142761259,20452.94518,1960,43429487,11214.77071,1355,25032915,52740.37359,469,3103651, ,,,
512,1,4,5120,510.8551383,9.48701E+12,1.485E+17,80284.40108,21409,4421737666,24247.87909,3061,115990335,22368.83304,1625,36565836,14201.62258,1324,23560008,52200.33478,491,2740284, ,,,
512,1,4,5120,503.8208687,1.01692E+13,3.10054E+16,81869.81175,23598,5050391925,19322.1163,3441,152155080,22481.67971,1730,41125680,15238.96493,1399,18156791,43005.01166,533,3359203, ,,,
512,1,4,5120,513.0104721,1.03716E+13,5.23279E+15,82918.84961,25102,5791854737,20595.56666,3307,118718504,18643.26251,1742,33060240,12140.20265,1385,22739818,57356.14441,494,3092382, ,,,
512,1,2,5120,291.4942837,41,4,50.13671017,1,1,,,,,,,,,,,,,,,,
512,1,2,10240,710.5587835,2080,6048,2333.016325,1,1,,,,,,,,,,,,,,,,
512,1,2,15360,1163.381657,99613,59533173,1199.655975,9327,35966991,5602.025445,4387,35966991,22433.20509,1870,35966991,20772.12611,1346,18220135,43549.58748,524,3527242, ,,,
512,1,2,20480,1638.674645,9411147,38045859646,12652.80761,18063,2417788937,18341.92489,4182,169204354,16730.83839,1930,53972654,17947.82072,1209,16722608,45706.04606,528,2916255, ,,,
512,1,2,25600,2090.695319,305175257,8.08919E+12,27757.30044,21873,3827332993,19382.72302,4091,153056596,24260.5895,1732,40550293,17891.50037,1192,18342573,36403.66269,557,3430725, ,,,
